CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	ZERO	ONE	TWO	THREE	FOUR	FIVE	FZ	FACE
1.88E-01	6.04E-03	1.43E-03	1.41E-04	2.45E-06	1.08E-05	-6.28E-06	31.93658224	1	0	0	0	0	0	0	0
1.89E-01	6.27E-03	1.40E-03	1.40E-04	2.02E-06	1.10E-05	-6.13E-06	30.06490124	1	0	0	0	0	0	0	0
1.84E-01	4.79E-03	1.26E-03	1.21E-04	1.99E-06	8.22E-06	-5.30E-06	25.37953765	1	0	0	0	0	0	0	0
1.78E-01	3.51E-03	9.83E-04	6.43E-05	1.76E-06	3.69E-06	-3.28E-06	25.65376324	1	0	0	0	0	0	0	0
1.80E-01	3.99E-03	1.10E-03	7.93E-05	1.87E-06	5.01E-06	-3.68E-06	24.44840041	1	0	0	0	0	0	0	0
1.78E-01	3.68E-03	7.29E-04	4.44E-05	1.02E-06	2.57E-06	-1.64E-06	20.47718933	1	0	0	0	0	0	0	0
1.72E-01	2.49E-03	4.65E-04	1.30E-05	2.14E-07	3.68E-07	-5.45E-07	21.03122251	1	0	0	0	0	0	0	0
1.77E-01	4.39E-03	2.33E-04	9.54E-06	9.87E-08	6.09E-07	-3.21E-07	20.71553455	1	0	0	0	0	0	0	0
1.79E-01	4.83E-03	5.13E-04	4.09E-05	9.83E-07	2.75E-06	-8.71E-07	21.71918281	1	0	0	0	0	0	0	0
1.78E-01	3.72E-03	8.70E-04	4.79E-05	1.58E-06	2.90E-06	-8.43E-07	25.1989832	1	0	0	0	0	0	0	0
1.83E-01	5.06E-03	1.00E-03	6.59E-05	2.04E-06	4.65E-06	-1.65E-06	27.6204413	1	0	0	0	0	0	0	0
1.86E-01	6.16E-03	1.08E-03	8.07E-05	2.21E-06	6.13E-06	-2.25E-06	30.05993835	1	0	0	0	0	0	0	0
1.87E-01	6.40E-03	1.09E-03	8.34E-05	2.01E-06	6.12E-06	-2.21E-06	32.03365629	1	0	0	0	0	0	0	0
1.88E-01	6.95E-03	1.04E-03	8.47E-05	1.82E-06	6.49E-06	-2.31E-06	33.01097678	1	0	0	0	0	0	0	0
1.89E-01	7.24E-03	1.07E-03	9.02E-05	1.81E-06	7.15E-06	-2.65E-06	33.62959099	1	0	0	0	0	0	0	0
1.95E-01	9.17E-03	1.21E-03	1.28E-04	1.72E-06	1.15E-05	-3.73E-06	33.84829635	1	0	0	0	0	0	0	0
1.96E-01	9.59E-03	1.18E-03	1.40E-04	1.39E-06	1.34E-05	-4.03E-06	34.24732269	1	0	0	0	0	0	0	0
1.99E-01	1.12E-02	9.92E-04	1.36E-04	2.97E-07	1.37E-05	-2.68E-06	34.01814086	1	0	0	0	0	0	0	0
1.96E-01	9.70E-03	1.14E-03	1.41E-04	-2.94E-07	1.33E-05	-2.69E-06	34.59639118	1	0	0	0	0	0	0	0
1.96E-01	9.59E-03	1.11E-03	1.41E-04	-3.25E-07	1.32E-05	-2.38E-06	34.60830019	1	0	0	0	0	0	0	0
1.95E-01	9.34E-03	9.93E-04	1.26E-04	-3.75E-07	1.20E-05	-2.05E-06	33.12740441	1	0	0	0	0	0	0	0
1.93E-01	8.76E-03	9.41E-04	1.15E-04	-3.88E-07	1.04E-05	-1.62E-06	31.81249256	1	0	0	0	0	0	0	0
1.82E-01	5.19E-03	4.75E-04	4.45E-05	-1.65E-07	2.85E-06	-3.27E-07	28.78812426	1	0	0	0	0	0	0	0
1.83E-01	5.02E-03	7.38E-04	6.66E-05	-3.77E-07	4.50E-06	-9.45E-07	29.91356749	1	0	0	0	0	0	0	0
1.84E-01	5.28E-03	9.54E-04	6.19E-05	9.85E-08	4.28E-06	-3.39E-06	28.3559811	1	0	0	0	0	0	0	0
1.85E-01	5.36E-03	9.95E-04	5.12E-05	8.12E-07	3.33E-06	-3.54E-06	27.79723171	1	0	0	0	0	0	0	0
1.82E-01	4.79E-03	8.51E-04	6.82E-05	4.59E-07	4.72E-06	-2.48E-06	28.95638728	1	0	0	0	0	0	0	0
1.83E-01	4.69E-03	9.44E-04	7.27E-05	8.72E-07	4.98E-06	-3.06E-06	28.25295676	1	0	0	0	0	0	0	0
1.84E-01	4.82E-03	1.04E-03	7.57E-05	1.15E-06	5.20E-06	-3.35E-06	28.47397706	1	0	0	0	0	0	0	0
1.85E-01	5.02E-03	1.08E-03	7.84E-05	1.20E-06	5.44E-06	-3.62E-06	28.19842388	1	0	0	0	0	0	0	0
1.82E-01	4.10E-03	1.00E-03	7.09E-05	1.47E-06	4.53E-06	-2.85E-06	27.54418012	1	0	0	0	0	0	0	0
1.81E-01	4.03E-03	1.01E-03	7.22E-05	1.61E-06	4.58E-06	-2.71E-06	27.57838251	1	0	0	0	0	0	0	0
1.83E-01	4.74E-03	1.07E-03	8.67E-05	2.10E-06	5.91E-06	-2.39E-06	25.91482271	1	0	0	0	0	0	0	0
1.84E-01	5.02E-03	1.07E-03	8.00E-05	2.03E-06	5.45E-06	-2.45E-06	25.64938095	1	0	0	0	0	0	0	0
1.86E-01	6.20E-03	8.76E-04	7.45E-05	1.57E-06	5.51E-06	-1.49E-06	25.48759812	1	0	0	0	0	0	0	0
1.84E-01	5.56E-03	9.55E-04	5.96E-05	1.34E-06	3.69E-06	-1.05E-06	28.3011304	1	0	0	0	0	0	0	0
1.86E-01	6.91E-03	8.09E-04	6.02E-05	1.12E-06	4.05E-06	-1.25E-06	27.87788454	1	0	0	0	0	0	0	0
1.88E-01	6.72E-03	9.85E-04	6.93E-05	1.25E-06	4.83E-06	-2.28E-06	29.44039776	1	0	0	0	0	0	0	0
1.87E-01	6.24E-03	1.08E-03	7.98E-05	9.41E-07	5.45E-06	-2.97E-06	30.54910779	1	0	0	0	0	0	0	0
1.90E-01	7.52E-03	9.88E-04	9.02E-05	2.73E-07	6.57E-06	-2.44E-06	31.35072737	1	0	0	0	0	0	0	0
1.90E-01	7.66E-03	9.69E-04	9.29E-05	-4.54E-08	7.18E-06	-2.32E-06	32.84554345	1	0	0	0	0	0	0	0
1.89E-01	7.25E-03	1.05E-03	1.06E-04	-4.24E-07	8.57E-06	-2.31E-06	33.31646265	1	0	0	0	0	0	0	0
1.89E-01	7.12E-03	1.02E-03	1.02E-04	-5.28E-07	8.41E-06	-2.10E-06	33.42823674	1	0	0	0	0	0	0	0
1.90E-01	8.06E-03	8.30E-04	9.25E-05	-2.18E-07	7.93E-06	-1.70E-06	32.87944049	1	0	0	0	0	0	0	0
1.94E-01	9.53E-03	8.75E-04	1.08E-04	-8.73E-08	1.00E-05	-2.01E-06	32.34221146	1	0	0	0	0	0	0	0
2.07E-01	1.36E-02	1.28E-03	2.09E-04	8.76E-07	2.33E-05	-4.52E-06	32.19119055	1	0	0	0	0	0	0	0
2.07E-01	1.33E-02	1.46E-03	2.20E-04	1.61E-06	2.35E-05	-5.43E-06	31.55995597	1	0	0	0	0	0	0	0
2.04E-01	1.26E-02	1.15E-03	1.60E-04	2.29E-06	1.62E-05	-2.80E-06	32.94205255	1	0	0	0	0	0	0	0
1.99E-01	1.12E-02	1.02E-03	1.20E-04	1.74E-06	1.05E-05	-1.81E-06	32.74229663	1	0	0	0	0	0	0	0
1.96E-01	9.90E-03	1.01E-03	1.05E-04	1.80E-06	9.39E-06	-1.38E-06	32.50296635	1	0	0	0	0	0	0	0
1.95E-01	9.67E-03	1.01E-03	1.04E-04	1.90E-06	9.38E-06	-1.68E-06	31.70319201	1	0	0	0	0	0	0	0
1.88E-01	6.70E-03	1.07E-03	8.84E-05	2.02E-06	6.79E-06	-2.11E-06	30.62269942	1	0	0	0	0	0	0	0
1.86E-01	6.08E-03	9.70E-04	7.35E-05	1.99E-06	5.70E-06	-1.76E-06	29.80125006	1	0	0	0	0	0	0	0
1.85E-01	5.73E-03	1.02E-03	8.80E-05	2.13E-06	6.62E-06	-2.58E-06	28.68202474	1	0	0	0	0	0	0	0
1.85E-01	5.19E-03	1.23E-03	9.52E-05	2.40E-06	6.71E-06	-3.53E-06	28.4554096	1	0	0	0	0	0	0	0
1.87E-01	6.02E-03	1.10E-03	9.86E-05	1.37E-06	7.65E-06	-3.76E-06	29.45457346	1	0	0	0	0	0	0	0
1.87E-01	6.06E-03	1.14E-03	1.03E-04	1.46E-06	7.96E-06	-4.01E-06	29.78403478	1	0	0	0	0	0	0	0
1.87E-01	5.78E-03	1.11E-03	8.93E-05	7.00E-07	6.43E-06	-4.32E-06	31.7891027	1	0	0	0	0	0	0	0
1.88E-01	6.29E-03	1.19E-03	7.66E-05	9.23E-07	5.08E-06	-5.12E-06	32.53714169	1	0	0	0	0	0	0	0
1.90E-01	6.66E-03	1.35E-03	9.10E-05	8.80E-07	5.98E-06	-6.55E-06	33.47741669	1	0	0	0	0	0	0	0
1.92E-01	7.06E-03	1.38E-03	1.35E-04	5.03E-07	1.06E-05	-6.93E-06	36.64085521	1	0	0	0	0	0	0	0
1.92E-01	7.95E-03	1.20E-03	1.32E-04	6.71E-07	1.15E-05	-5.49E-06	40.83898413	1	0	0	0	0	0	0	0
1.91E-01	7.55E-03	1.30E-03	1.35E-04	2.13E-06	1.17E-05	-5.33E-06	44.22631947	1	0	0	0	0	0	0	0
1.89E-01	7.17E-03	1.19E-03	1.16E-04	2.39E-06	9.77E-06	-4.13E-06	43.88299991	1	0	0	0	0	0	0	0
1.88E-01	7.41E-03	9.71E-04	9.27E-05	1.85E-06	7.54E-06	-1.43E-06	43.82554648	1	0	0	0	0	0	0	0
1.96E-01	1.04E-02	9.72E-04	9.25E-05	1.63E-06	7.81E-06	-1.69E-06	40.12251477	1	0	0	0	0	0	0	0
1.89E-01	7.33E-03	1.03E-03	9.18E-05	1.69E-06	6.86E-06	-1.11E-06	43.74274743	1	0	0	0	0	0	0	0
1.96E-01	9.89E-03	1.30E-03	1.50E-04	2.80E-06	1.39E-05	-3.36E-06	45.56793159	1	0	0	0	0	0	0	0
1.96E-01	9.85E-03	1.35E-03	1.64E-04	2.31E-06	1.53E-05	-4.27E-06	46.02598611	1	0	0	0	0	0	0	0
1.98E-01	1.03E-02	1.31E-03	1.64E-04	2.10E-06	1.60E-05	-4.44E-06	44.99756249	1	0	0	0	0	0	0	0
1.95E-01	9.49E-03	1.14E-03	1.37E-04	9.89E-07	1.32E-05	-3.98E-06	43.42947847	1	0	0	0	0	0	0	0
1.92E-01	7.28E-03	1.33E-03	1.27E-04	5.18E-07	1.01E-05	-6.51E-06	39.33313806	1	0	0	0	0	0	0	0
1.93E-01	8.02E-03	1.38E-03	1.48E-04	9.67E-07	1.21E-05	-6.82E-06	40.95576193	1	0	0	0	0	0	0	0
1.91E-01	7.06E-03	1.44E-03	1.52E-04	6.57E-07	1.23E-05	-6.71E-06	39.98943527	1	0	0	0	0	0	0	0
1.94E-01	7.66E-03	1.57E-03	1.46E-04	1.16E-06	1.10E-05	-8.19E-06	38.08465721	1	0	0	0	0	0	0	0
1.93E-01	7.26E-03	1.58E-03	1.46E-04	1.27E-06	1.07E-05	-8.25E-06	37.55120464	1	0	0	0	0	0	0	0
1.91E-01	6.63E-03	1.47E-03	1.19E-04	7.49E-07	8.54E-06	-6.92E-06	36.07975421	1	0	0	0	0	0	0	0
1.80E-01	3.86E-03	8.93E-04	6.21E-05	7.72E-07	3.65E-06	-2.93E-06	32.20211811	1	0	0	0	0	0	0	0
1.85E-01	4.93E-03	1.25E-03	1.22E-04	2.08E-06	8.26E-06	-5.24E-06	31.69830448	1	0	0	0	0	0	0	0
1.84E-01	4.35E-03	1.54E-03	1.13E-04	3.50E-06	7.45E-06	-5.74E-06	30.96111409	1	0	0	0	0	0	0	0
1.85E-01	4.94E-03	1.52E-03	1.11E-04	3.54E-06	7.78E-06	-5.36E-06	31.60240071	1	0	0	0	0	0	0	0
1.85E-01	4.98E-03	1.45E-03	1.02E-04	3.27E-06	7.08E-06	-4.67E-06	31.40325544	1	0	0	0	0	0	0	0
1.85E-01	4.97E-03	1.40E-03	9.17E-05	2.86E-06	6.12E-06	-4.03E-06	31.32254089	1	0	0	0	0	0	0	0
1.89E-01	6.76E-03	1.36E-03	1.09E-04	2.34E-06	8.06E-06	-4.06E-06	30.13561718	1	0	0	0	0	0	0	0
1.85E-01	5.81E-03	1.07E-03	7.68E-05	1.86E-06	5.45E-06	-2.66E-06	28.80161745	1	0	0	0	0	0	0	0
1.82E-01	4.27E-03	1.20E-03	7.43E-05	2.40E-06	4.70E-06	-2.96E-06	26.70922701	1	0	0	0	0	0	0	0
1.82E-01	4.01E-03	1.21E-03	8.71E-05	2.57E-06	5.35E-06	-3.02E-06	23.91005611	1	0	0	0	0	0	0	0
1.73E-01	1.81E-03	6.24E-04	1.90E-05	7.41E-07	7.89E-07	-5.84E-07	23.7891651	1	0	0	0	0	0	0	0
1.79E-01	3.84E-03	9.04E-04	7.35E-05	1.58E-06	4.53E-06	-2.46E-06	23.95771908	1	0	0	0	0	0	0	0
1.86E-01	5.03E-03	1.42E-03	1.50E-04	2.39E-06	1.06E-05	-5.91E-06	26.8337765	1	0	0	0	0	0	0	0
1.89E-01	5.54E-03	1.62E-03	1.52E-04	2.22E-06	1.08E-05	-7.87E-06	29.93126237	1	0	0	0	0	0	0	0
1.92E-01	6.97E-03	1.57E-03	1.55E-04	4.81E-07	1.20E-05	-7.34E-06	30.69208298	1	0	0	0	0	0	0	0
1.92E-01	6.74E-03	1.64E-03	1.59E-04	7.24E-07	1.19E-05	-8.16E-06	33.71184448	1	0	0	0	0	0	0	0
1.91E-01	7.38E-03	1.39E-03	1.41E-04	7.19E-07	1.12E-05	-6.82E-06	35.01947395	1	0	0	0	0	0	0	0
1.91E-01	7.56E-03	1.32E-03	1.35E-04	9.01E-07	1.16E-05	-5.61E-06	37.32030831	1	0	0	0	0	0	0	0
1.96E-01	9.16E-03	1.50E-03	1.69E-04	2.39E-07	1.57E-05	-5.07E-06	37.95247009	1	0	0	0	0	0	0	0
1.97E-01	9.64E-03	1.41E-03	1.71E-04	-5.72E-08	1.66E-05	-4.76E-06	39.54554911	1	0	0	0	0	0	0	0
1.98E-01	1.01E-02	1.49E-03	1.91E-04	-1.90E-07	1.88E-05	-4.87E-06	39.57769498	1	0	0	0	0	0	0	0
2.10E-01	1.52E-02	1.52E-03	2.73E-04	4.11E-07	3.24E-05	-4.97E-06	38.64866504	1	0	0	0	0	0	0	0
2.03E-01	1.24E-02	1.44E-03	2.00E-04	2.77E-06	2.05E-05	-4.64E-06	36.59655198	1	0	0	0	0	0	0	0
1.95E-01	9.53E-03	1.22E-03	1.31E-04	2.25E-06	1.12E-05	-2.90E-06	36.72280987	1	0	0	0	0	0	0	0
1.98E-01	1.06E-02	1.27E-03	1.59E-04	2.75E-06	1.59E-05	-3.93E-06	31.28470044	1	0	0	0	0	0	0	0
1.93E-01	8.65E-03	1.16E-03	1.25E-04	1.35E-06	1.12E-05	-4.01E-06	30.82985814	1	0	0	0	0	0	0	0
1.88E-01	6.79E-03	1.18E-03	1.09E-04	1.22E-06	8.77E-06	-4.20E-06	29.98905944	1	0	0	0	0	0	0	0
1.85E-01	5.49E-03	1.20E-03	9.17E-05	1.77E-06	6.65E-06	-3.94E-06	26.12991507	1	0	0	0	0	0	0	0
1.85E-01	5.47E-03	1.15E-03	9.69E-05	1.79E-06	7.05E-06	-3.80E-06	25.38429296	1	0	0	0	0	0	0	0
1.81E-01	4.62E-03	8.23E-04	5.10E-05	1.08E-06	3.12E-06	-1.78E-06	22.53522336	1	0	0	0	0	0	0	0
1.80E-01	4.28E-03	9.18E-04	4.65E-05	1.09E-06	2.67E-06	-2.09E-06	22.22401187	1	0	0	0	0	0	0	0
1.72E-01	2.50E-03	5.76E-04	1.93E-05	4.46E-07	8.35E-07	-9.51E-07	22.92930757	1	0	0	0	0	0	0	0
1.84E-01	5.01E-03	1.06E-03	9.97E-05	1.36E-06	7.05E-06	-3.74E-06	24.44486529	1	0	0	0	0	0	0	0
1.88E-01	5.28E-03	1.54E-03	1.57E-04	7.94E-07	1.12E-05	-6.74E-06	26.47052934	1	0	0	0	0	0	0	0
1.90E-01	6.06E-03	1.52E-03	1.48E-04	2.52E-07	1.11E-05	-6.51E-06	28.58198829	1	0	0	0	0	0	0	0
1.92E-01	6.87E-03	1.50E-03	1.56E-04	-2.06E-07	1.22E-05	-6.30E-06	29.49720911	1	0	0	0	0	0	0	0
1.91E-01	7.14E-03	1.31E-03	1.36E-04	-2.08E-07	1.09E-05	-5.14E-06	31.19818229	1	0	0	0	0	0	0	0
1.92E-01	7.85E-03	1.25E-03	1.30E-04	1.46E-08	1.06E-05	-5.37E-06	33.63172759	1	0	0	0	0	0	0	0
1.92E-01	8.45E-03	1.02E-03	1.23E-04	5.18E-08	1.12E-05	-3.54E-06	34.90927101	1	0	0	0	0	0	0	0
2.01E-01	1.17E-02	1.33E-03	2.02E-04	1.80E-06	2.10E-05	-4.63E-06	34.45617829	1	0	0	0	0	0	0	0
1.98E-01	1.04E-02	1.26E-03	1.57E-04	2.43E-06	1.53E-05	-3.75E-06	35.10223912	1	0	0	0	0	0	0	0
1.99E-01	1.06E-02	1.48E-03	1.90E-04	2.13E-06	1.76E-05	-4.75E-06	35.28938677	1	0	0	0	0	0	0	0
1.99E-01	1.08E-02	1.30E-03	1.69E-04	1.11E-06	1.55E-05	-3.86E-06	36.58346299	1	0	0	0	0	0	0	0
1.98E-01	1.01E-02	1.30E-03	1.66E-04	2.72E-07	1.58E-05	-3.88E-06	38.4391749	1	0	0	0	0	0	0	0
1.97E-01	9.85E-03	1.30E-03	1.66E-04	2.23E-07	1.60E-05	-4.17E-06	38.76411505	1	0	0	0	0	0	0	0
2.04E-01	1.27E-02	1.40E-03	2.18E-04	2.66E-07	2.39E-05	-4.51E-06	38.19587094	1	0	0	0	0	0	0	0
2.07E-01	1.39E-02	1.45E-03	2.33E-04	7.07E-07	2.63E-05	-4.85E-06	37.32874611	1	0	0	0	0	0	0	0
2.11E-01	1.51E-02	1.66E-03	2.88E-04	2.76E-06	3.41E-05	-6.58E-06	36.47490935	1	0	0	0	0	0	0	0
2.11E-01	1.51E-02	1.63E-03	2.76E-04	3.53E-06	3.21E-05	-5.87E-06	35.74245618	1	0	0	0	0	0	0	0
1.99E-01	1.07E-02	1.28E-03	1.48E-04	2.33E-06	1.34E-05	-1.50E-06	38.25664113	1	0	0	0	0	0	0	0
1.95E-01	9.65E-03	1.03E-03	1.09E-04	1.58E-06	9.14E-06	-9.49E-07	35.75256979	1	0	0	0	0	0	0	0
1.94E-01	9.50E-03	9.68E-04	1.08E-04	1.34E-06	9.80E-06	-5.90E-07	37.12268284	1	0	0	0	0	0	0	0
1.98E-01	1.05E-02	1.41E-03	1.76E-04	3.49E-06	1.74E-05	-4.01E-06	32.45041129	1	0	0	0	0	0	0	0
1.95E-01	8.67E-03	1.32E-03	1.54E-04	2.73E-06	1.42E-05	-5.33E-06	31.96573884	1	0	0	0	0	0	0	0
1.89E-01	6.36E-03	1.38E-03	1.50E-04	1.95E-06	1.20E-05	-5.51E-06	30.95907248	1	0	0	0	0	0	0	0
1.87E-01	6.10E-03	1.22E-03	1.34E-04	1.48E-06	1.05E-05	-4.75E-06	29.78214864	1	0	0	0	0	0	0	0
1.90E-01	6.58E-03	1.46E-03	1.72E-04	1.59E-06	1.39E-05	-6.21E-06	26.24772255	1	0	0	0	0	0	0	0
1.85E-01	4.69E-03	1.47E-03	1.39E-04	2.79E-06	9.36E-06	-6.17E-06	25.46522756	1	0	0	0	0	0	0	0
1.82E-01	4.00E-03	1.20E-03	1.19E-04	2.36E-06	7.40E-06	-4.55E-06	24.03337792	1	0	0	0	0	0	0	0
1.89E-01	5.54E-03	1.49E-03	1.37E-04	7.94E-07	9.99E-06	-6.20E-06	26.34108987	1	0	0	0	0	0	0	0
1.91E-01	6.36E-03	1.49E-03	1.47E-04	4.58E-08	1.12E-05	-6.26E-06	28.46593755	1	0	0	0	0	0	0	0
1.89E-01	6.42E-03	1.29E-03	9.16E-05	-3.90E-07	6.51E-06	-5.11E-06	30.89785888	1	0	0	0	0	0	0	0
1.96E-01	7.53E-03	1.82E-03	1.27E-04	-2.54E-06	6.46E-06	-1.02E-05	30.38776318	1	0	0	0	0	0	0	0
1.95E-01	9.00E-03	1.23E-03	1.49E-04	-7.37E-07	1.40E-05	-3.50E-06	35.26598617	1	0	0	0	0	0	0	0
2.01E-01	1.16E-02	1.31E-03	1.95E-04	-4.51E-07	2.07E-05	-3.34E-06	35.9428885	1	0	0	0	0	0	0	0
2.01E-01	1.09E-02	1.52E-03	2.08E-04	-3.74E-07	2.10E-05	-4.42E-06	35.25684713	1	0	0	0	0	0	0	0
1.98E-01	1.06E-02	1.27E-03	1.68E-04	-5.05E-09	1.67E-05	-3.89E-06	34.69214824	1	0	0	0	0	0	0	0
2.00E-01	1.05E-02	1.66E-03	1.96E-04	2.69E-06	1.84E-05	-6.11E-06	32.60789839	1	0	0	0	0	0	0	0
1.89E-01	6.77E-03	1.29E-03	1.06E-04	2.61E-06	7.95E-06	-2.30E-06	33.58946073	1	0	0	0	0	0	0	0
1.89E-01	6.66E-03	1.32E-03	1.10E-04	2.70E-06	8.15E-06	-2.70E-06	33.92774739	1	0	0	0	0	0	0	0
1.87E-01	5.97E-03	1.40E-03	1.12E-04	3.33E-06	8.52E-06	-3.68E-06	32.65425695	1	0	0	0	0	0	0	0
1.87E-01	5.97E-03	1.39E-03	1.12E-04	3.14E-06	8.47E-06	-3.53E-06	31.98174415	1	0	0	0	0	0	0	0
1.87E-01	5.08E-03	1.58E-03	1.32E-04	4.52E-06	9.43E-06	-4.18E-06	28.75219371	1	0	0	0	0	0	0	0
1.87E-01	4.84E-03	1.63E-03	1.33E-04	4.78E-06	9.21E-06	-4.32E-06	28.92940835	1	0	0	0	0	0	0	0
1.87E-01	5.28E-03	1.49E-03	1.25E-04	3.48E-06	8.90E-06	-6.02E-06	32.38496401	1	0	0	0	0	0	0	0
1.88E-01	5.77E-03	1.52E-03	1.22E-04	2.81E-06	8.94E-06	-6.56E-06	32.79899518	1	0	0	0	0	0	0	0
1.88E-01	5.83E-03	1.50E-03	1.22E-04	2.30E-06	9.11E-06	-6.38E-06	33.73438044	1	0	0	0	0	0	0	0
1.92E-01	6.92E-03	1.53E-03	1.38E-04	8.02E-07	1.11E-05	-7.05E-06	36.07619767	1	0	0	0	0	0	0	0
1.92E-01	7.43E-03	1.44E-03	1.48E-04	4.73E-07	1.26E-05	-6.22E-06	36.46602484	1	0	0	0	0	0	0	0
1.93E-01	8.50E-03	1.28E-03	1.50E-04	3.15E-07	1.39E-05	-4.75E-06	37.06809891	1	0	0	0	0	0	0	0
1.97E-01	1.01E-02	1.26E-03	1.69E-04	4.38E-07	1.68E-05	-4.43E-06	36.60696592	1	0	0	0	0	0	0	0
1.98E-01	1.04E-02	1.43E-03	1.80E-04	2.06E-06	1.68E-05	-4.64E-06	36.06988416	1	0	0	0	0	0	0	0
1.93E-01	8.45E-03	1.24E-03	1.22E-04	2.36E-06	1.01E-05	-2.94E-06	36.70199397	1	0	0	0	0	0	0	0
1.93E-01	8.43E-03	1.30E-03	1.25E-04	2.42E-06	1.01E-05	-3.03E-06	37.19400716	1	0	0	0	0	0	0	0
1.98E-01	1.04E-02	1.41E-03	1.76E-04	2.36E-06	1.62E-05	-4.24E-06	37.72483425	1	0	0	0	0	0	0	0
2.00E-01	1.09E-02	1.34E-03	1.76E-04	1.12E-06	1.72E-05	-4.42E-06	38.6541617	1	0	0	0	0	0	0	0
1.97E-01	9.79E-03	1.39E-03	1.73E-04	3.63E-07	1.65E-05	-4.56E-06	39.85940301	1	0	0	0	0	0	0	0
1.98E-01	9.67E-03	1.49E-03	1.85E-04	1.99E-07	1.79E-05	-5.15E-06	40.07108972	1	0	0	0	0	0	0	0
2.00E-01	1.09E-02	1.31E-03	1.81E-04	-2.03E-07	1.87E-05	-3.99E-06	38.92496673	1	0	0	0	0	0	0	0
1.97E-01	1.04E-02	1.07E-03	1.31E-04	-2.55E-07	1.34E-05	-3.27E-06	38.41702024	1	0	0	0	0	0	0	0
2.03E-01	8.18E-03	2.61E-03	1.16E-04	2.06E-06	-2.74E-06	-2.26E-05	32.9292131	1	0	0	0	0	0	0	0
1.93E-01	7.72E-03	1.49E-03	1.56E-04	2.87E-07	1.30E-05	-6.82E-06	37.06605169	1	0	0	0	0	0	0	0
1.86E-01	5.16E-03	1.23E-03	8.64E-05	2.47E-07	5.71E-06	-4.57E-06	34.5501025	1	0	0	0	0	0	0	0
1.80E-01	3.44E-03	8.24E-04	4.29E-05	4.80E-08	2.28E-06	-2.16E-06	32.76953934	1	0	0	0	0	0	0	0
1.77E-01	2.86E-03	6.06E-04	2.80E-05	-2.03E-08	1.38E-06	-1.23E-06	32.33878098	1	0	0	0	0	0	0	0
1.88E-01	5.48E-03	1.40E-03	1.05E-04	5.07E-07	6.82E-06	-5.92E-06	33.4164644	1	0	0	0	0	0	0	0
1.91E-01	6.40E-03	1.56E-03	1.33E-04	5.80E-07	9.88E-06	-7.22E-06	33.84050849	1	0	0	0	0	0	0	0
1.95E-01	6.53E-03	1.75E-03	1.35E-04	-1.77E-06	7.35E-06	-1.10E-05	33.55149719	1	0	0	0	0	0	0	0
1.93E-01	8.37E-03	1.18E-03	1.29E-04	1.65E-07	1.16E-05	-4.40E-06	38.52102368	1	0	0	0	0	0	0	0
1.97E-01	1.01E-02	1.21E-03	1.39E-04	8.22E-07	1.37E-05	-5.09E-06	38.01033358	1	0	0	0	0	0	0	0
1.99E-01	1.04E-02	1.33E-03	1.73E-04	1.44E-06	1.75E-05	-5.40E-06	39.74511753	1	0	0	0	0	0	0	0
2.06E-01	1.31E-02	1.60E-03	2.68E-04	2.08E-06	3.06E-05	-7.19E-06	38.72861112	1	0	0	0	0	0	0	0
2.11E-01	1.45E-02	1.83E-03	3.14E-04	3.24E-06	3.77E-05	-8.49E-06	37.76046067	1	0	0	0	0	0	0	0
2.06E-01	1.32E-02	1.56E-03	2.39E-04	3.13E-06	2.57E-05	-4.96E-06	39.28929077	1	0	0	0	0	0	0	0
1.99E-01	1.05E-02	1.40E-03	1.67E-04	2.88E-06	1.60E-05	-3.42E-06	39.94186057	1	0	0	0	0	0	0	0
1.94E-01	8.97E-03	1.26E-03	1.37E-04	2.38E-06	1.21E-05	-3.35E-06	39.67297311	1	0	0	0	0	0	0	0
1.97E-01	1.02E-02	1.17E-03	1.35E-04	8.29E-07	1.24E-05	-3.54E-06	38.75893689	1	0	0	0	0	0	0	0
1.93E-01	8.37E-03	1.28E-03	1.43E-04	9.73E-07	1.29E-05	-4.66E-06	38.76100451	1	0	0	0	0	0	0	0
1.97E-01	1.03E-02	1.09E-03	1.38E-04	8.50E-07	1.38E-05	-3.60E-06	38.15617763	1	0	0	0	0	0	0	0
2.07E-01	1.39E-02	1.32E-03	2.17E-04	1.17E-06	2.50E-05	-4.60E-06	36.53939131	1	0	0	0	0	0	0	0
2.06E-01	1.33E-02	1.49E-03	2.13E-04	2.88E-06	2.22E-05	-4.52E-06	36.71121012	1	0	0	0	0	0	0	0
1.93E-01	8.48E-03	1.27E-03	1.23E-04	2.45E-06	1.00E-05	-2.49E-06	37.24053721	1	0	0	0	0	0	0	0
1.92E-01	7.54E-03	1.44E-03	1.31E-04	3.24E-06	1.08E-05	-4.00E-06	35.32706133	1	0	0	0	0	0	0	0
1.89E-01	6.27E-03	1.48E-03	1.27E-04	3.26E-06	9.96E-06	-5.35E-06	34.49832103	1	0	0	0	0	0	0	0
1.88E-01	5.62E-03	1.55E-03	1.47E-04	3.39E-06	1.10E-05	-6.39E-06	34.44086261	1	0	0	0	0	0	0	0
1.91E-01	6.52E-03	1.70E-03	1.65E-04	3.16E-06	1.32E-05	-7.87E-06	35.15325717	1	0	0	0	0	0	0	0
