CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	ZERO	ONE	TWO	THREE	FOUR	FIVE	FZ	FACE
2.65E-01	3.55E-02	4.01E-03	2.51E-03	-6.27E-06	4.55E-04	2.64E-06	26.07863692	0	1	0	0	0	0	0	0
2.76E-01	4.09E-02	5.45E-03	3.41E-03	-9.65E-06	6.72E-04	2.48E-06	25.54414465	0	1	0	0	0	0	0	0
2.74E-01	3.69E-02	9.59E-03	5.05E-03	-4.63E-05	9.49E-04	2.98E-05	24.45950382	0	1	0	0	0	0	0	0
2.81E-01	4.03E-02	1.10E-02	5.75E-03	-5.16E-05	1.15E-03	2.52E-05	24.29636368	0	1	0	0	0	0	0	0
2.69E-01	3.54E-02	8.69E-03	4.44E-03	-3.88E-05	8.30E-04	2.01E-05	24.23705337	0	1	0	0	0	0	0	0
2.59E-01	3.27E-02	4.50E-03	2.70E-03	-1.08E-05	4.89E-04	4.01E-06	23.68475725	0	1	0	0	0	0	0	0
2.50E-01	2.89E-02	2.58E-03	1.80E-03	-3.24E-06	3.05E-04	6.31E-07	24.61761556	0	1	0	0	0	0	0	0
2.49E-01	2.86E-02	2.14E-03	1.59E-03	-2.06E-06	2.66E-04	1.99E-07	24.59041745	0	1	0	0	0	0	0	0
2.48E-01	2.83E-02	2.18E-03	1.58E-03	-2.42E-06	2.63E-04	5.22E-07	25.10445189	0	1	0	0	0	0	0	0
2.49E-01	2.88E-02	2.05E-03	1.52E-03	-2.34E-06	2.55E-04	6.23E-07	25.28320324	0	1	0	0	0	0	0	0
2.45E-01	2.73E-02	1.77E-03	1.32E-03	-1.86E-06	2.15E-04	5.39E-07	25.90644556	0	1	0	0	0	0	0	0
2.45E-01	2.74E-02	1.62E-03	1.27E-03	-1.04E-06	2.09E-04	-1.53E-07	26.22310011	0	1	0	0	0	0	0	0
2.46E-01	2.77E-02	1.59E-03	1.26E-03	-3.35E-07	2.08E-04	-7.26E-07	28.59091957	0	1	0	0	0	0	0	0
2.44E-01	2.66E-02	1.53E-03	1.22E-03	-1.71E-07	1.99E-04	-7.97E-07	29.32755325	0	1	0	0	0	0	0	0
2.44E-01	2.67E-02	1.48E-03	1.19E-03	-1.32E-08	1.95E-04	-8.99E-07	29.71576085	0	1	0	0	0	0	0	0
2.49E-01	2.86E-02	1.84E-03	1.40E-03	-6.32E-07	2.37E-04	-7.50E-07	31.64972603	0	1	0	0	0	0	0	0
2.48E-01	2.80E-02	1.86E-03	1.43E-03	-4.14E-07	2.39E-04	-9.72E-07	32.0510745	0	1	0	0	0	0	0	0
2.48E-01	2.80E-02	2.04E-03	1.54E-03	-9.40E-07	2.58E-04	-7.33E-07	33.00614609	0	1	0	0	0	0	0	0
2.37E-01	2.33E-02	1.80E-03	1.30E-03	-1.04E-06	1.98E-04	-2.27E-07	33.77140775	0	1	0	0	0	0	0	0
2.45E-01	2.67E-02	2.32E-03	1.59E-03	-1.65E-06	2.58E-04	-2.88E-07	34.21282403	0	1	0	0	0	0	0	0
2.52E-01	2.98E-02	2.53E-03	1.75E-03	-1.66E-06	2.98E-04	-5.82E-07	33.6702397	0	1	0	0	0	0	0	0
2.50E-01	2.95E-02	2.18E-03	1.50E-03	-1.27E-06	2.55E-04	-4.13E-07	30.98721736	0	1	0	0	0	0	0	0
2.49E-01	2.97E-02	2.19E-03	1.47E-03	-1.35E-06	2.50E-04	-2.74E-07	29.35534697	0	1	0	0	0	0	0	0
2.48E-01	2.91E-02	1.98E-03	1.30E-03	-1.39E-06	2.19E-04	1.30E-07	27.42803838	0	1	0	0	0	0	0	0
2.44E-01	2.76E-02	1.49E-03	1.01E-03	-7.54E-07	1.66E-04	4.14E-08	26.84028125	0	1	0	0	0	0	0	0
2.24E-01	2.14E-02	1.92E-04	1.52E-04	6.19E-08	2.16E-05	-1.73E-07	26.09146063	0	1	0	0	0	0	0	0
2.31E-01	2.33E-02	5.59E-04	4.53E-04	-1.13E-07	6.80E-05	-3.77E-08	24.39100931	0	1	0	0	0	0	0	0
2.34E-01	2.38E-02	5.40E-04	4.78E-04	-4.94E-07	7.24E-05	2.77E-07	24.72584854	0	1	0	0	0	0	0	0
2.44E-01	2.75E-02	1.18E-03	9.82E-04	3.53E-07	1.63E-04	-4.59E-08	23.77210852	0	1	0	0	0	0	0	0
2.49E-01	2.94E-02	1.65E-03	1.22E-03	2.59E-06	2.09E-04	5.94E-07	24.56606884	0	1	0	0	0	0	0	0
2.47E-01	2.90E-02	1.69E-03	1.21E-03	2.81E-06	2.04E-04	3.14E-07	24.90522241	0	1	0	0	0	0	0	0
2.42E-01	2.71E-02	1.77E-03	1.13E-03	1.82E-06	1.84E-04	-5.58E-08	26.23043093	0	1	0	0	0	0	0	0
2.39E-01	2.65E-02	1.35E-03	8.12E-04	6.98E-07	1.28E-04	4.36E-09	26.90751386	0	1	0	0	0	0	0	0
2.31E-01	2.29E-02	9.59E-04	5.51E-04	5.62E-07	7.77E-05	1.65E-09	27.37325254	0	1	0	0	0	0	0	0
2.38E-01	2.54E-02	1.39E-03	7.79E-04	6.38E-07	1.14E-04	-5.79E-09	27.81811204	0	1	0	0	0	0	0	0
2.38E-01	2.51E-02	1.26E-03	7.48E-04	8.91E-07	1.09E-04	4.84E-08	27.67129212	0	1	0	0	0	0	0	0
2.33E-01	2.31E-02	9.39E-04	6.25E-04	7.48E-07	8.89E-05	4.45E-09	27.19337261	0	1	0	0	0	0	0	0
2.20E-01	1.91E-02	2.30E-04	1.55E-04	3.96E-07	2.04E-05	1.65E-07	28.26709097	0	1	0	0	0	0	0	0
2.20E-01	1.87E-02	2.40E-04	2.09E-04	3.30E-07	2.82E-05	7.81E-08	27.27862064	0	1	0	0	0	0	0	0
2.35E-01	2.31E-02	1.06E-03	8.64E-04	2.20E-06	1.30E-04	6.29E-07	24.09234189	0	1	0	0	0	0	0	0
2.53E-01	3.05E-02	1.86E-03	1.46E-03	-2.21E-06	2.53E-04	2.61E-07	25.94732506	0	1	0	0	0	0	0	0
2.50E-01	2.95E-02	1.84E-03	1.36E-03	-3.41E-06	2.29E-04	1.50E-06	26.38959909	0	1	0	0	0	0	0	0
2.38E-01	2.45E-02	1.40E-03	8.42E-04	-6.87E-07	1.22E-04	1.08E-06	26.63452832	0	1	0	0	0	0	0	0
2.34E-01	2.30E-02	1.22E-03	6.84E-04	-1.02E-07	9.21E-05	-2.81E-06	26.41222014	0	1	0	0	0	0	0	0
2.44E-01	2.69E-02	2.00E-03	1.15E-03	-1.81E-06	1.73E-04	-1.21E-05	26.38718018	0	1	0	0	0	0	0	0
2.50E-01	2.93E-02	2.48E-03	1.45E-03	-6.53E-06	2.29E-04	-2.36E-05	26.29810368	0	1	0	0	0	0	0	0
2.53E-01	3.04E-02	3.05E-03	1.71E-03	-1.72E-05	2.75E-04	-3.82E-05	26.59659778	0	1	0	0	0	0	0	0
2.61E-01	3.36E-02	3.82E-03	2.10E-03	-3.05E-05	3.53E-04	-5.63E-05	26.36328616	0	1	0	0	0	0	0	0
2.61E-01	3.34E-02	4.01E-03	2.05E-03	-3.71E-05	3.34E-04	-5.70E-05	26.16156893	0	1	0	0	0	0	0	0
2.57E-01	3.17E-02	3.57E-03	1.65E-03	-2.71E-05	2.55E-04	-4.07E-05	25.89461812	0	1	0	0	0	0	0	0
2.52E-01	2.96E-02	3.02E-03	1.27E-03	-1.83E-05	1.82E-04	-2.70E-05	25.67620058	0	1	0	0	0	0	0	0
2.45E-01	2.61E-02	2.41E-03	1.10E-03	-4.78E-06	1.47E-04	-1.41E-05	25.10048835	0	1	0	0	0	0	0	0
2.43E-01	2.54E-02	2.50E-03	1.23E-03	-1.84E-06	1.71E-04	-1.12E-05	25.58293577	0	1	0	0	0	0	0	0
2.40E-01	2.45E-02	1.88E-03	1.03E-03	-1.71E-09	1.43E-04	-2.34E-06	25.64874766	0	1	0	0	0	0	0	0
2.40E-01	2.43E-02	1.58E-03	1.19E-03	-2.23E-06	1.80E-04	1.28E-06	25.60407181	0	1	0	0	0	0	0	0
2.44E-01	2.57E-02	1.77E-03	1.41E-03	-1.95E-06	2.24E-04	1.73E-07	25.46055288	0	1	0	0	0	0	0	0
2.50E-01	2.82E-02	2.13E-03	1.69E-03	-5.34E-07	2.83E-04	-3.82E-07	25.40138723	0	1	0	0	0	0	0	0
1.85E-01	5.61E-03	7.02E-04	3.58E-05	5.07E-07	1.39E-06	-2.74E-07	31.09729283	0	1	0	0	0	0	0	0
2.09E-01	1.39E-02	4.92E-05	8.12E-05	6.34E-08	9.54E-06	-4.22E-09	26.99149875	0	1	0	0	0	0	0	0
2.26E-01	1.97E-02	6.93E-04	5.87E-04	2.88E-07	8.22E-05	-2.65E-07	26.98572364	0	1	0	0	0	0	0	0
2.39E-01	2.43E-02	1.46E-03	1.16E-03	6.12E-07	1.82E-04	-2.02E-06	26.84909784	0	1	0	0	0	0	0	0
2.47E-01	2.81E-02	2.05E-03	1.54E-03	1.05E-06	2.57E-04	-4.43E-06	27.19370159	0	1	0	0	0	0	0	0
2.50E-01	2.90E-02	2.50E-03	1.71E-03	-2.15E-07	2.86E-04	-1.96E-05	27.18045089	0	1	0	0	0	0	0	0
2.48E-01	2.80E-02	2.32E-03	1.53E-03	-3.23E-06	2.49E-04	-2.20E-05	26.96618929	0	1	0	0	0	0	0	0
2.51E-01	2.96E-02	2.88E-03	1.69E-03	-1.57E-05	2.75E-04	-3.67E-05	27.03308497	0	1	0	0	0	0	0	0
2.54E-01	3.10E-02	3.01E-03	1.69E-03	-2.00E-05	2.79E-04	-3.93E-05	26.79997101	0	1	0	0	0	0	0	0
2.56E-01	3.20E-02	2.95E-03	1.49E-03	-2.36E-05	2.38E-04	-3.47E-05	27.06877196	0	1	0	0	0	0	0	0
2.46E-01	2.75E-02	2.14E-03	1.07E-03	-1.09E-05	1.55E-04	-1.95E-05	27.47680137	0	1	0	0	0	0	0	0
2.41E-01	2.58E-02	1.50E-03	8.11E-04	-3.65E-06	1.16E-04	-1.03E-05	27.865916	0	1	0	0	0	0	0	0
2.30E-01	2.19E-02	8.13E-04	5.20E-04	-2.47E-07	7.21E-05	-3.16E-06	28.21262722	0	1	0	0	0	0	0	0
2.14E-01	1.58E-02	2.81E-04	2.44E-04	7.19E-08	3.07E-05	-1.16E-07	29.97247982	0	1	0	0	0	0	0	0
2.17E-01	1.68E-02	5.19E-04	3.88E-04	2.66E-07	5.00E-05	-8.51E-08	31.54348145	0	1	0	0	0	0	0	0
2.30E-01	2.05E-02	1.33E-03	8.47E-04	2.98E-06	1.18E-04	8.81E-07	32.08731033	0	1	0	0	0	0	0	0
2.49E-01	2.69E-02	2.46E-03	1.56E-03	8.21E-06	2.43E-04	4.71E-06	30.33257275	0	1	0	0	0	0	0	0
2.57E-01	2.92E-02	3.82E-03	2.48E-03	1.44E-05	4.00E-04	9.26E-06	28.83605558	0	1	0	0	0	0	0	0
2.54E-01	2.72E-02	3.84E-03	2.48E-03	1.37E-05	3.88E-04	6.04E-06	26.37970417	0	1	0	0	0	0	0	0
2.47E-01	2.56E-02	2.92E-03	1.92E-03	2.45E-06	2.91E-04	-3.11E-07	26.47993715	0	1	0	0	0	0	0	0
2.53E-01	2.84E-02	3.54E-03	2.34E-03	-8.52E-07	3.77E-04	-8.64E-07	26.19546798	0	1	0	0	0	0	0	0
2.52E-01	3.04E-02	2.63E-03	1.79E-03	-2.13E-06	3.10E-04	-1.06E-07	27.39814464	0	1	0	0	0	0	0	0
2.56E-01	3.20E-02	2.88E-03	1.99E-03	-1.03E-07	3.55E-04	-3.83E-06	27.44475353	0	1	0	0	0	0	0	0
2.55E-01	3.19E-02	2.43E-03	1.57E-03	-5.67E-06	2.72E-04	-2.60E-05	27.91407733	0	1	0	0	0	0	0	0
2.54E-01	3.19E-02	2.34E-03	1.45E-03	-1.05E-05	2.47E-04	-2.81E-05	28.02591206	0	1	0	0	0	0	0	0
2.51E-01	3.11E-02	1.71E-03	9.70E-04	-1.44E-05	1.54E-04	-1.86E-05	29.20171375	0	1	0	0	0	0	0	0
2.36E-01	2.51E-02	9.99E-04	6.41E-04	-5.33E-06	9.50E-05	-9.20E-06	29.7208809	0	1	0	0	0	0	0	0
2.29E-01	2.18E-02	8.58E-04	5.93E-04	-1.87E-06	8.48E-05	-6.63E-06	30.89925374	0	1	0	0	0	0	0	0
2.02E-01	1.14E-02	5.96E-04	2.94E-04	-4.98E-07	3.13E-05	4.52E-07	32.80715581	0	1	0	0	0	0	0	0
1.98E-01	1.03E-02	6.59E-04	2.69E-04	-8.80E-07	2.72E-05	6.29E-07	33.29660258	0	1	0	0	0	0	0	0
2.03E-01	1.01E-02	1.61E-03	6.05E-04	-6.07E-07	6.02E-05	4.27E-08	34.56923437	0	1	0	0	0	0	0	0
2.09E-01	1.17E-02	2.05E-03	8.64E-04	9.97E-07	9.25E-05	5.11E-09	33.95617663	0	1	0	0	0	0	0	0
2.20E-01	1.69E-02	9.61E-04	4.60E-04	2.03E-06	5.33E-05	1.13E-06	31.12698959	0	1	0	0	0	0	0	0
2.28E-01	1.95E-02	1.05E-03	4.34E-04	2.53E-06	4.51E-05	2.03E-06	29.00727103	0	1	0	0	0	0	0	0
2.30E-01	2.00E-02	1.15E-03	4.50E-04	2.94E-06	4.64E-05	2.04E-06	28.3776781	0	1	0	0	0	0	0	0
2.59E-01	2.89E-02	4.86E-03	2.39E-03	1.33E-05	3.30E-04	4.30E-06	25.8476141	0	1	0	0	0	0	0	0
2.63E-01	2.97E-02	5.39E-03	2.68E-03	1.53E-05	3.78E-04	4.41E-06	25.11711519	0	1	0	0	0	0	0	0
2.64E-01	3.08E-02	5.69E-03	2.70E-03	2.41E-06	3.84E-04	6.49E-07	24.68732229	0	1	0	0	0	0	0	0
2.51E-01	2.73E-02	3.16E-03	1.75E-03	-2.03E-06	2.48E-04	-4.23E-09	25.61161019	0	1	0	0	0	0	0	0
2.31E-01	2.25E-02	7.10E-04	4.89E-04	6.69E-08	6.78E-05	-1.14E-07	27.30765852	0	1	0	0	0	0	0	0
2.20E-01	1.96E-02	6.46E-05	9.15E-05	1.41E-07	1.28E-05	-1.15E-07	28.93686451	0	1	0	0	0	0	0	0
2.28E-01	2.22E-02	1.81E-04	1.98E-04	9.13E-08	2.84E-05	-6.49E-07	27.51965451	0	1	0	0	0	0	0	0
2.27E-01	2.14E-02	4.47E-04	3.35E-04	5.83E-08	4.55E-05	-1.18E-06	28.62463511	0	1	0	0	0	0	0	0
2.36E-01	2.26E-02	7.23E-04	6.48E-04	-3.08E-07	9.50E-05	5.65E-09	28.25385946	0	1	0	0	0	0	0	0
2.40E-01	2.39E-02	1.39E-03	1.21E-03	4.63E-07	1.87E-04	-5.43E-07	28.20002467	0	1	0	0	0	0	0	0
2.38E-01	2.30E-02	1.25E-03	1.11E-03	6.26E-07	1.68E-04	-5.93E-07	29.42861012	0	1	0	0	0	0	0	0
2.42E-01	2.47E-02	1.83E-03	1.44E-03	1.03E-06	2.25E-04	-1.19E-06	31.37708648	0	1	0	0	0	0	0	0
2.34E-01	2.14E-02	1.25E-03	1.05E-03	9.70E-07	1.52E-04	-1.07E-06	32.16070379	0	1	0	0	0	0	0	0
2.39E-01	2.32E-02	1.44E-03	1.17E-03	3.26E-07	1.77E-04	-1.05E-06	32.74068808	0	1	0	0	0	0	0	0
2.55E-01	2.91E-02	2.98E-03	2.24E-03	-2.09E-07	3.75E-04	-3.16E-06	32.83059484	0	1	0	0	0	0	0	0
2.58E-01	3.04E-02	3.36E-03	2.42E-03	-1.15E-06	4.14E-04	-3.31E-06	31.54773569	0	1	0	0	0	0	0	0
2.52E-01	2.85E-02	2.71E-03	1.94E-03	-3.31E-07	3.19E-04	-2.63E-06	31.32178364	0	1	0	0	0	0	0	0
2.46E-01	2.54E-02	2.27E-03	1.49E-03	-1.32E-06	2.26E-04	-1.86E-07	29.27813249	0	1	0	0	0	0	0	0
2.50E-01	2.68E-02	2.83E-03	1.83E-03	-1.77E-06	2.82E-04	-5.71E-07	27.86220277	0	1	0	0	0	0	0	0
2.52E-01	2.71E-02	3.41E-03	2.26E-03	-6.58E-07	3.48E-04	-3.85E-06	27.24005023	0	1	0	0	0	0	0	0
2.68E-01	3.40E-02	5.02E-03	3.16E-03	-3.41E-06	5.44E-04	-4.25E-06	26.22341013	0	1	0	0	0	0	0	0
2.72E-01	3.61E-02	5.47E-03	3.35E-03	-6.13E-06	5.90E-04	-1.06E-06	25.82271256	0	1	0	0	0	0	0	0
2.71E-01	3.63E-02	5.48E-03	3.47E-03	-4.95E-06	6.28E-04	-3.89E-06	25.68225971	0	1	0	0	0	0	0	0
2.64E-01	3.30E-02	4.77E-03	2.90E-03	-7.31E-06	4.95E-04	2.36E-06	25.15175182	0	1	0	0	0	0	0	0
2.69E-01	3.71E-02	4.71E-03	2.82E-03	-8.82E-06	5.25E-04	4.93E-06	24.55075484	0	1	0	0	0	0	0	0
2.69E-01	3.63E-02	5.14E-03	3.04E-03	-1.02E-05	5.63E-04	4.80E-06	24.36922705	0	1	0	0	0	0	0	0
2.65E-01	3.68E-02	3.84E-03	2.38E-03	-5.82E-06	4.51E-04	2.68E-06	23.83957271	0	1	0	0	0	0	0	0
2.63E-01	3.63E-02	2.78E-03	1.81E-03	-1.97E-06	3.44E-04	-2.43E-07	24.31764416	0	1	0	0	0	0	0	0
2.60E-01	3.60E-02	1.71E-03	1.25E-03	4.55E-07	2.38E-04	-2.19E-06	24.6965286	0	1	0	0	0	0	0	0
2.50E-01	3.10E-02	1.41E-03	1.04E-03	4.91E-07	1.83E-04	-1.94E-06	25.01707481	0	1	0	0	0	0	0	0
2.28E-01	2.05E-02	1.10E-03	7.87E-04	3.12E-07	1.12E-04	-1.10E-06	27.94935731	0	1	0	0	0	0	0	0
2.19E-01	1.71E-02	8.27E-04	5.56E-04	9.36E-08	7.26E-05	-4.61E-07	31.04082211	0	1	0	0	0	0	0	0
2.17E-01	1.57E-02	1.28E-03	8.01E-04	-5.90E-07	1.00E-04	1.99E-07	33.11628046	0	1	0	0	0	0	0	0
2.22E-01	1.56E-02	2.78E-03	1.46E-03	-5.31E-06	1.82E-04	3.69E-06	35.35770741	0	1	0	0	0	0	0	0
2.23E-01	1.55E-02	3.36E-03	1.71E-03	-8.66E-06	2.13E-04	5.56E-06	35.84108511	0	1	0	0	0	0	0	0
2.22E-01	1.52E-02	3.29E-03	1.68E-03	-8.48E-06	2.07E-04	5.15E-06	36.70828394	0	1	0	0	0	0	0	0
2.21E-01	1.52E-02	2.83E-03	1.48E-03	-6.82E-06	1.82E-04	4.22E-06	37.5447127	0	1	0	0	0	0	0	0
2.30E-01	1.91E-02	2.84E-03	1.59E-03	-5.86E-06	2.15E-04	2.90E-06	37.98171142	0	1	0	0	0	0	0	0
2.35E-01	2.14E-02	2.90E-03	1.67E-03	-5.56E-06	2.38E-04	2.35E-06	37.75084447	0	1	0	0	0	0	0	0
2.37E-01	2.24E-02	2.79E-03	1.63E-03	-4.52E-06	2.37E-04	1.56E-06	37.06576446	0	1	0	0	0	0	0	0
2.44E-01	2.58E-02	2.29E-03	1.35E-03	-1.98E-06	2.03E-04	2.06E-07	35.48855229	0	1	0	0	0	0	0	0
2.48E-01	2.73E-02	2.11E-03	1.32E-03	-1.16E-06	2.03E-04	-1.80E-07	35.31776629	0	1	0	0	0	0	0	0
2.56E-01	3.06E-02	2.84E-03	1.73E-03	-3.77E-06	2.81E-04	7.42E-07	32.28272165	0	1	0	0	0	0	0	0
2.59E-01	3.19E-02	2.97E-03	1.80E-03	-4.27E-06	2.95E-04	9.08E-07	31.38838894	0	1	0	0	0	0	0	0
2.60E-01	3.24E-02	3.45E-03	1.98E-03	-7.66E-06	3.32E-04	3.24E-06	27.61624869	0	1	0	0	0	0	0	0
2.55E-01	3.08E-02	2.98E-03	1.80E-03	-6.05E-06	3.01E-04	2.92E-06	26.29122001	0	1	0	0	0	0	0	0
2.53E-01	3.00E-02	2.59E-03	1.57E-03	-4.83E-06	2.61E-04	2.52E-06	25.28375428	0	1	0	0	0	0	0	0
2.51E-01	2.97E-02	2.74E-03	1.67E-03	-3.76E-06	2.80E-04	1.13E-06	24.23952169	0	1	0	0	0	0	0	0
2.52E-01	3.00E-02	2.55E-03	1.66E-03	-3.27E-06	2.86E-04	1.01E-06	22.17862129	0	1	0	0	0	0	0	0
2.56E-01	3.13E-02	3.14E-03	2.06E-03	-3.73E-06	3.65E-04	4.28E-07	20.62002761	0	1	0	0	0	0	0	0
2.58E-01	3.25E-02	3.45E-03	2.28E-03	-4.62E-06	4.10E-04	8.55E-07	20.39041828	0	1	0	0	0	0	0	0
2.59E-01	3.33E-02	3.10E-03	2.08E-03	-3.24E-06	3.80E-04	1.11E-07	19.36827176	0	1	0	0	0	0	0	0
2.62E-01	3.63E-02	3.22E-03	2.05E-03	-3.87E-06	3.89E-04	1.04E-06	19.15648206	0	1	0	0	0	0	0	0
2.57E-01	3.24E-02	2.60E-03	1.76E-03	-2.05E-06	3.08E-04	1.96E-08	16.95133046	0	1	0	0	0	0	0	0
2.63E-01	3.62E-02	2.08E-03	1.54E-03	-1.91E-06	2.87E-04	1.97E-07	17.18043845	0	1	0	0	0	0	0	0
2.55E-01	3.18E-02	2.31E-03	1.61E-03	-4.05E-06	2.80E-04	1.82E-06	17.78250144	0	1	0	0	0	0	0	0
2.48E-01	2.76E-02	1.70E-03	1.28E-03	-3.28E-06	2.07E-04	1.95E-06	19.1887972	0	1	0	0	0	0	0	0
2.43E-01	2.57E-02	1.23E-03	1.04E-03	-1.45E-06	1.63E-04	5.09E-07	20.03259122	0	1	0	0	0	0	0	0
2.32E-01	2.19E-02	6.83E-04	6.71E-04	-2.05E-08	9.80E-05	-2.57E-07	22.82114774	0	1	0	0	0	0	0	0
2.24E-01	1.88E-02	4.68E-04	4.94E-04	5.18E-07	6.77E-05	-5.31E-07	23.58750719	0	1	0	0	0	0	0	0
2.32E-01	2.15E-02	9.05E-04	7.91E-04	6.81E-07	1.16E-04	-8.57E-07	23.66087294	0	1	0	0	0	0	0	0
2.42E-01	2.60E-02	1.86E-03	1.33E-03	-4.66E-07	2.13E-04	-7.92E-07	23.80049205	0	1	0	0	0	0	0	0
2.44E-01	2.70E-02	1.86E-03	1.27E-03	-5.70E-07	2.06E-04	-6.10E-07	24.17587058	0	1	0	0	0	0	0	0
2.47E-01	2.87E-02	1.84E-03	1.24E-03	-8.78E-07	2.08E-04	-2.37E-07	23.40832032	0	1	0	0	0	0	0	0
2.54E-01	3.18E-02	2.66E-03	1.72E-03	-2.02E-06	3.05E-04	1.37E-07	22.75669581	0	1	0	0	0	0	0	0
2.55E-01	3.16E-02	2.68E-03	1.76E-03	-1.40E-06	3.11E-04	-8.81E-07	22.66667882	0	1	0	0	0	0	0	0
2.61E-01	3.45E-02	3.45E-03	2.16E-03	-1.32E-06	4.00E-04	-2.45E-06	22.33589977	0	1	0	0	0	0	0	0
2.59E-01	3.30E-02	3.45E-03	2.18E-03	-4.28E-07	3.94E-04	-4.47E-06	22.28085465	0	1	0	0	0	0	0	0
2.57E-01	3.19E-02	3.43E-03	2.13E-03	-7.79E-08	3.76E-04	-5.20E-06	23.43400721	0	1	0	0	0	0	0	0
2.53E-01	3.03E-02	2.83E-03	1.74E-03	-2.45E-07	2.97E-04	-2.93E-06	23.78947869	0	1	0	0	0	0	0	0
2.41E-01	2.56E-02	1.62E-03	1.06E-03	1.74E-07	1.68E-04	-1.71E-06	25.51870478	0	1	0	0	0	0	0	0
2.29E-01	2.15E-02	7.12E-04	5.26E-04	3.41E-07	7.68E-05	-1.50E-06	26.04045718	0	1	0	0	0	0	0	0
2.15E-01	1.61E-02	2.10E-04	2.30E-04	9.04E-08	2.89E-05	-7.67E-07	25.89972658	0	1	0	0	0	0	0	0
2.04E-01	1.27E-02	1.08E-05	2.87E-05	-6.85E-08	3.09E-06	-2.44E-08	25.75099289	0	1	0	0	0	0	0	0
2.31E-01	2.15E-02	8.61E-04	7.85E-04	4.12E-07	1.11E-04	-1.32E-06	24.2478816	0	1	0	0	0	0	0	0
2.47E-01	2.77E-02	1.79E-03	1.34E-03	-1.32E-06	2.18E-04	2.40E-07	24.62474334	0	1	0	0	0	0	0	0
2.49E-01	2.84E-02	2.04E-03	1.51E-03	-1.77E-06	2.48E-04	3.73E-07	23.65121341	0	1	0	0	0	0	0	0
2.49E-01	2.87E-02	2.09E-03	1.54E-03	-2.05E-06	2.55E-04	5.66E-07	23.08275243	0	1	0	0	0	0	0	0
2.55E-01	3.06E-02	2.80E-03	2.07E-03	-3.51E-06	3.59E-04	2.35E-07	20.96236762	0	1	0	0	0	0	0	0
2.58E-01	3.21E-02	3.37E-03	2.34E-03	-5.64E-06	4.17E-04	1.24E-06	20.1823961	0	1	0	0	0	0	0	0
2.57E-01	2.97E-02	4.40E-03	2.90E-03	-1.11E-05	4.96E-04	3.93E-06	19.08093075	0	1	0	0	0	0	0	0
2.68E-01	3.41E-02	4.26E-03	2.95E-03	-5.41E-06	5.44E-04	-8.76E-07	18.53412771	0	1	0	0	0	0	0	0
2.80E-01	3.59E-02	7.75E-03	4.73E-03	-2.44E-05	8.95E-04	4.08E-06	14.50073248	0	1	0	0	0	0	0	0
2.78E-01	3.62E-02	7.21E-03	4.50E-03	-2.08E-05	8.57E-04	2.82E-06	14.72672088	0	1	0	0	0	0	0	0
3.14E-01	4.82E-02	8.29E-03	5.62E-03	-5.04E-05	1.23E-03	1.11E-05	12.94179363	0	1	0	0	0	0	0	0
3.76E-01	7.97E-02	1.86E-02	1.13E-02	2.99E-05	3.11E-03	2.14E-05	11.00065808	0	1	0	0	0	0	0	0
4.29E-01	1.19E-01	2.99E-02	1.85E-02	2.78E-04	6.19E-03	1.34E-04	10.20421051	0	1	0	0	0	0	0	0
3.65E-01	7.35E-02	2.03E-02	1.29E-02	7.81E-05	3.44E-03	1.99E-05	11.02600611	0	1	0	0	0	0	0	0
2.78E-01	3.27E-02	7.42E-03	4.35E-03	-2.42E-05	7.87E-04	4.73E-06	14.46357971	0	1	0	0	0	0	0	0
2.70E-01	3.45E-02	7.42E-03	4.75E-03	-1.52E-05	8.82E-04	-1.42E-06	17.85545573	0	1	0	0	0	0	0	0
2.64E-01	3.25E-02	5.61E-03	3.83E-03	-8.27E-06	6.90E-04	-2.25E-06	19.06800252	0	1	0	0	0	0	0	0
2.65E-01	3.49E-02	4.60E-03	2.99E-03	-7.31E-06	5.59E-04	7.70E-07	20.23971352	0	1	0	0	0	0	0	0
2.65E-01	3.57E-02	3.88E-03	2.53E-03	-4.06E-06	4.77E-04	-6.15E-07	21.38193489	0	1	0	0	0	0	0	0
2.64E-01	3.43E-02	4.37E-03	2.73E-03	-5.07E-06	5.04E-04	-2.02E-07	21.5738063	0	1	0	0	0	0	0	0
2.66E-01	3.55E-02	4.61E-03	2.88E-03	-7.22E-06	5.40E-04	2.04E-06	21.86158547	0	1	0	0	0	0	0	0
2.73E-01	3.81E-02	5.09E-03	3.17E-03	-9.72E-06	6.04E-04	3.40E-06	22.22305393	0	1	0	0	0	0	0	0
2.71E-01	3.70E-02	4.96E-03	3.08E-03	-1.01E-05	5.76E-04	4.07E-06	22.52459372	0	1	0	0	0	0	0	0
2.77E-01	3.94E-02	6.58E-03	4.02E-03	-1.55E-05	7.71E-04	4.62E-06	21.86268147	0	1	0	0	0	0	0	0
2.84E-01	4.04E-02	1.04E-02	5.96E-03	-4.09E-05	1.16E-03	2.17E-05	20.40603774	0	1	0	0	0	0	0	0
2.72E-01	3.27E-02	1.05E-02	5.33E-03	-4.65E-05	9.38E-04	3.70E-05	18.79668953	0	1	0	0	0	0	0	0
